review,rate,label
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,positive
See both films if you can.  ,1,positive
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,positive
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,positive
Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,negative
It's very slow.  ,0,negative
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,negative
) Don't waste your time.  ,0,negative
End of Days is one of the worst big-budget action movies I've ever seen.  ,0,negative
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,negative
This was one of the worst films i have ever seen.  ,0,negative
I'm still trying to get over how bad it was.  ,0,negative
This movie is possibly one of the most creative works of horror ever.  ,1,positive
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,positive
" With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1,positive
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,positive
"Otherwise, don't even waste your time on this.  ",0,negative
This one just fails to create any real suspense.  ,0,negative
"As for the killer, don't expect anything original or even remotely frightening.  ",0,negative
"There is, however, some pretty good acting (at least, for this type of film).  ",1,positive
I'm so sorry but I really can't recommend it to anyone.  ,0,negative
"One of the most boring,pointless movies I have ever seen.  ",0,negative
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,negative
Hated it.  ,0,negative
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,negative
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,negative
I highly doubt that anyone could ever like this trash.  ,0,negative
This is not movie-making.  ,0,negative
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,negative
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,negative
I saw this short film on HBO the other day and absolutely loved it.  ,1,positive
I didn't realize how wonderful the short really is until the last two scenes.  ,1,positive
Excellent short film.  ,1,positive
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,positive
"I agree with Jessica, this movie is pretty bad.  ",0,negative
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,negative
The story line is totally predictable.  ,0,negative
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,positive
I've seen soap operas more intelligent than this movie.  ,0,negative
"Bad characters, bad story and bad acting.  ",0,negative
Really awful.  ,0,negative
Not easy to watch.  ,0,negative
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,positive
It was a long time that i didn't see a so charismatic actor on screen.  ,1,positive
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,positive
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,positive
I rate this movie 9/10.  ,1,positive
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,positive
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,positive
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,positive
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,positive
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,positive
The two main characters may be two of the most believable children I ever saw put on screen.  ,1,positive
"They are so easy to love, but even more easy to identify with.  ",1,positive
This movie is great--especially if you enjoy visual arts.  ,1,positive
The scenery that the two daughters paint and photograph are beautiful.  ,1,positive
The story is also both funny and poignant at times.  ,1,positive
"People who like European films and ""art movies"" will like this movie.  ",1,positive
This is truly an art movie--it actually has a lot of art in it.  ,1,positive
Go rent it.  ,1,positive
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,positive
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1,positive
Brilliance indeed.  ,1,positive
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,positive
Think of the film being like a dream.  ,1,positive
Simply beautiful.  ,1,positive
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1,positive
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1,positive
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,positive
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0,negative
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0,negative
The movie seemed a little slow at first.  ,0,negative
But it picked up speed and got right to the point.  ,1,positive
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1,positive
I enjoyed it.  ,1,positive
I have recommended it to friends.  ,1,positive
I was particularly pleased with the acting ability of Dwight Schultz.  ,1,positive
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1,positive
"Their on-screen chemistry, critical to the entire film, is genuine.  ",1,positive
"The film's dialogue is natural, real to life.  ",1,positive
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1,positive
The incredible soundtrack truly captures the essence of the film.  ,1,positive
"Each track commands sentiment, actually contributing to the scenes and characters.  ",1,positive
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1,positive
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1,positive
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1,positive
Enough can not be said of the remarkable animation in this film.  ,1,positive
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1,positive
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0,negative
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,negative
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0,negative
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1,positive
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1,positive
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0,negative
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1,positive
It is a very well acted and done TV Movie.  ,1,positive
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1,positive
I keep watching it over and over.  ,1,positive
"It's a sad movie, but very good.  ",1,positive
"If you have not seen this movie, I definitely recommend it!  ",1,positive
"She is as lovely as usual, this cutie!  ",1,positive
Still it's quite interesting and entertaining to follow.  ,1,positive
;) Recommend with confidence!  ,1,positive
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1,positive
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1,positive
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1,positive
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1,positive
Fans of the genre will be in heaven.  ,1,positive
Lange had become a great actress.  ,1,positive
It looked like a wonderful story.  ,1,positive
I never walked out of a movie faster.  ,0,negative
I just got bored watching Jessice Lange take her clothes off!  ,0,negative
"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0,negative
"In a word, it is embarrassing.  ",0,negative
Exceptionally bad!  ,0,negative
All in all its an insult to one's intelligence and a huge waste of money.  ,0,negative
So there is no way for me to plug it in here in the US unless I go by a converter.,0,negative
"Good case, Excellent value.",1,positive
Great for the jawbone.,1,positive
Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,0,negative
The mic is great.,1,positive
I have to jiggle the plug to get it to line up right to get decent volume.,0,negative
"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",0,negative
If you are Razr owner...you must have this!,1,positive
"Needless to say, I wasted my money.",0,negative
What a waste of money and time!.,0,negative
And the sound quality is great.,1,positive
He was very impressed when going from the original battery to the extended battery.,1,positive
If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,0,negative
Very good quality though,1,positive
"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0,negative
Highly recommend for any one who has a blue tooth phone.,1,positive
I advise EVERYONE DO NOT BE FOOLED!,0,negative
So Far So Good!.,1,positive
Works great!.,1,positive
It clicks into place in a way that makes you wonder how long that mechanism would last.,0,negative
"I went on Motorola's website and followed all directions, but could not get it to pair again.",0,negative
I bought this to use with my Kindle Fire and absolutely loved it!,1,positive
The commercials are the most misleading.,0,negative
I have yet to run this new battery below two bars and that's three days without charging.,1,positive
I bought it for my mother and she had a problem with the battery.,0,negative
Great Pocket PC / phone combination.,1,positive
I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1,positive
I didn't think that the instructions provided were helpful to me.,0,negative
People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,0,negative
Doesn't hold charge.,0,negative
"This is a simple little phone to use, but the breakage is unacceptible.",0,negative
This product is ideal for people like me whose ears are very sensitive.,1,positive
It is unusable in a moving car at freeway speed.,0,negative
I have two more years left in this contract and I hate this phone.,0,negative
Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1,positive
You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,0,negative
It has kept up very well.,1,positive
Poor Talk Time Performance.,0,negative
The case is great and works fine with the 680.,1,positive
worthless product.,0,negative
"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",1,positive
I was not impressed by this product.,0,negative
Nice headset priced right.,1,positive
I only hear garbage for audio.,0,negative
Excellent bluetooth headset.,1,positive
It has all the features I want,1,positive
Who in their right mind is gonna buy this battery?.,0,negative
AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,0,negative
This case seems well made.,1,positive
Disappointed with battery.,0,negative
Not loud enough and doesn't turn on like it should.,0,negative
good protection and does not make phone too bulky.,1,positive
A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.,1,positive
This phone is pretty sturdy and I've never had any large problems with it.,1,positive
I love this thing!,1,positive
Everything about it is fine and reasonable for the price i.e.,1,positive
VERY DISAPPOINTED.,0,negative
I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1,positive
I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.,1,positive
The buttons for on and off are bad.,0,negative
Essentially you can forget Microsoft's tech support.,0,negative
"I really recommend this faceplates since it looks very nice, elegant and cool.",1,positive
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.,1,positive
Buy a different phone - but not this.,0,negative
You have to hold the phone at a particular angle for the other party to hear you clearly.,0,negative
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0,negative
"A week later after I activated it, it suddenly died.",0,negative
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1,positive
Great for iPODs too.,1,positive
This device is great in several situations:1.),1,positive
Mic Doesn't work.,0,negative
"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0,negative
Great choice!,1,positive
Nice docking station for home or work.,1,positive
This is a beautiful phone.,1,positive
Love this product.,1,positive
Do Not Buy for D807...wrongly advertised for D807.,0,negative
This is a great little item.,1,positive
"I love this phone , It is very handy and has a lot of features .",1,positive
I purchased this and within 2 days it was no longer working!!!!!!!!!,0,negative
I wear it everyday and it holds up very well.,1,positive
Not a good bargain.,0,negative
"Well packaged, arrived on time, and works as intended.",1,positive
The battery runs down quickly.,0,negative
"This item worked great, but it broke after 6 months of use.",0,negative
The headsets are easy to use and everyone loves them.,1,positive
This phone works great.,1,positive
The construction of the headsets is poor.,0,negative
Product was excellent and works better than the verizon one and Boy was it cheaper!,1,positive
The phone loads super!,1,positive
"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.",0,negative
Made very sturdy.,1,positive
Worked great!.,1,positive
The ear buds only play music in one ear.,0,negative
Dont waste your money...,0,negative
Will order from them again!,1,positive
If you plan to use this in a car forget about it.,0,negative
I found this product to be waaay too big.,0,negative
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1,positive
I'm very disappointed with my decision.,0,negative
Integrated seamlessly with the Motorola RAZR phone.,1,positive
"Buyer Beware, you could flush money right down the toilet.",0,negative
Definitely a bargain.,1,positive
The price was very good and with the free shipping and all it was a good purchase.,1,positive
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0,negative
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1,positive
"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0,negative
"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.",1,positive
"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0,negative
I purcashed this for the car charger and it does not work.,0,negative
"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1,positive
This phone is slim and light and the display is beautiful.,1,positive
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1,positive
"Great product, fast shipping!.",1,positive
Absolutely great.,1,positive
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,positive
i got this phone around the end of may and i'm completely unhappy with it.,0,negative
It is very comfortable on the ear.,1,positive
It has been a winner for us.,1,positive
)Setup couldn't have been simpler.,1,positive
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,1,positive
Could not get strong enough signal.,0,negative
Iam very pleased with my purchase.,1,positive
Bad Quality.,0,negative
Gets the job done.,1,positive
Great audio!.,1,positive
Basically the service was very bad.,0,negative
it did not work in my cell phone plug i am very up set with the charger!.,0,negative
"I've only had my bluetooth for a few weeks, but I really like it.",1,positive
The BT headset was such a disapoinment.,0,negative
It is so small and you don't even realize that it is there after a while of getting used to it.,1,positive
The accompanied software is almost brilliant.,1,positive
Headset works great & was packaged nicely to avoid any damage.,1,positive
!I definitly recommend!!,1,positive
Buyer--Be Very Careful!!!!!.,0,negative
The majority of the Logitech earbud headsets failed.,0,negative
Very good stuff for the price.,1,positive
My headset works just peachy-keen.,1,positive
In my house I was getting dropped coverage upstairs and no coverage in my basement.,0,negative
Voice recognition is tremendous!,1,positive
What a waste.,0,negative
"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0,negative
I was not happy with this item.,0,negative
very disappointed.,0,negative
The phone takes FOREVER to charge like 2 to 5 hours literally.,0,negative
I got this phone on reccomendation from a relative and I'm glad I did.,1,positive
What a waste of time!,0,negative
Its reception is very very poor.,0,negative
Items stated as included from the description ARE NOT INCLUDED.,0,negative
"After 3 months, screen just went black all of a sudden.",0,negative
I Was Hoping for More.,0,negative
"Audio Quality is poor, very poor.",0,negative
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1,positive
"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1,positive
I've bought $5 wired headphones that sound better than these.,0,negative
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1,positive
"Nice quality build, unlike some cheap s*** out there.",1,positive
This item is fantastic and works perfectly!,1,positive
And I just love the colors!,1,positive
W810i is just SUPERB.,1,positive
"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0,negative
Great charger.,1,positive
This is essentially a communications tool that does not communicate.,0,negative
Works like a charm; it work the same as the one I got with the phone.,1,positive
"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0,negative
Great Value.,1,positive
Doesn't work at all.. I bougth it for my L7c and its not working.,0,negative
"The look of it is very sharp and the screen is nice and clear, with great graphics.",1,positive
doesn't last long.,0,negative
One thing I hate is the mode set button at the side.,0,negative
EXCELLENT SERVICE!!!!!!!!.,1,positive
Thank you for wasting my money.,0,negative
How can that be?The audio quality is poor.,0,negative
The iGo chargers and tips are really great.,1,positive
The file browser offers all the options that one needs.Handsfree is great.,1,positive
Superb Phone on a Great Network.,1,positive
"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1,positive
"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0,negative
It only recognizes the Phone as its storage device.,0,negative
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,negative
Don't buy this product.,0,negative
I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0,negative
The sound quality is good and functionality is awesome.,1,positive
"I have this phone and it is a thorn in my side, I really abhor it.",0,negative
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0,negative
Incredible!.,1,positive
Design Flaw?.,0,negative
Great phone!.,1,positive
Waste of 13 bucks.,0,negative
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0,negative
The replacement died in a few weeks.,0,negative
Any ring tone..Overall good phone to buy..,1,positive
Lately they have been extremely nice and helpful on the phone.,1,positive
I have had problems wit hit dropping signal and more.,0,negative
Not impressed.,0,negative
"Light weight, I hardly notice it is there.",1,positive
You'll love how thin it is.,1,positive
Bad Choice.,0,negative
The pleather case doesn't fit.,0,negative
"useless phone, simply deaf.",0,negative
"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1,positive
All in all I think it was a good investment.,1,positive
It makes very strange ticking noises before it ends the call.,0,negative
The best electronics of the available FM Transmitters.,1,positive
Battery lasts only a few hours.,0,negative
"great headset, very impressed - H500.",1,positive
"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1,positive
I've had this for nearly 2 years and it has worked great for me.,1,positive
Good transmit audio.,1,positive
We are sending it back.,0,negative
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0,negative
"If you hate earbugs, avoid this phone by all means.",0,negative
Great price also!,1,positive
"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1,positive
fast service.,1,positive
I would highly recommend this.,1,positive
I would recommend this.,1,positive
"I also didn't like the ""on"" button, it felt like it would crack with use.",0,negative
WORST PHONE EVER.,0,negative
I'm still infatuated with this phone.,1,positive
Freezes frequently4.,0,negative
It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0,negative
"Simple, lightweight and great fit.",1,positive
"All in all, I'd expected a better consumer experience from Motorola.",0,negative
There's a horrible tick sound in the background on all my calls that I have never experienced before.,0,negative
These are certainly very comfortable and functionality is decent.,1,positive
I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1,positive
I'm a bit disappointed.,0,negative
"I have had this phone for over a year now, and I will tell you, its not that great.",0,negative
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,negative
The battery is completely useless to me.,0,negative
What a big waste of time.,0,negative
Don't waste your $$$ on this one.,0,negative
Great sound and service.,1,positive
Really pleased with this product so far.,1,positive
One of my favorite purchases ever.,1,positive
best bluetooth on the market.,1,positive
Authentic leather with nice shine and comfort .I recommend you this case !!,1,positive
I was very excited to get this headset because I thought it was really cute.,1,positive
Do not make the same mistake as me.,0,negative
Big Disappointment with calendar sync.,0,negative
the phone was unusable and was not new.,0,negative
Worst Customer Service Ever.,0,negative
"No additional ear gels provided, and no instructions whatsoever.",0,negative
It defeats the purpose of a bluetooth headset.,0,negative
Worth every penny.,1,positive
Excellent wallet type phone case.,1,positive
Nice headphones for the price and they work great!,1,positive
Internet is excrutiatingly slow.,0,negative
"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1,positive
"It's fits like a glove and is strong, secure, and durable.",1,positive
O my gosh the best phone I have ever had.,1,positive
It's very attractive and appears to be of good quality.,1,positive
I love all the features and form factor.,1,positive
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0,negative
poor quality and service.,0,negative
"The cable looks so thin and flimsy, it is scary.",0,negative
Great Earpiece.,1,positive
Excellent hands free tool.,1,positive
Great for using with your home stereo.,1,positive
Good product - incredible value.,1,positive
Only had this a month but it's worked flawlessly so far.,1,positive
Works great.,1,positive
Absolutel junk.,0,negative
THAT one didn't work either.,0,negative
Battery life is real good.,1,positive
Returned 8 hours later.,0,negative
It's a great item.,1,positive
Don't waste your money!.,0,negative
Love this headset!,1,positive
"Not only will it drain your player, but may also potentially fry it.",0,negative
Worked perfectly!,1,positive
Unreliable - I'm giving up.,0,negative
I gave it 5 stars because of the sound quality.,1,positive
Avoid this one if you can.,0,negative
Reversible plug works great.,1,positive
I wasted my little money with this earpiece.,0,negative
Very good phone.,1,positive
"Best of all is the rotating feature, very helpful.",1,positive
Comfort for our whole family.,1,positive
"Good product, good seller.",1,positive
I love this bluetooth!,1,positive
"First of all, it doesn't wear well.",0,negative
I am very impressed with this headset from Plantronics.,1,positive
I got it because it was so small and adorable.,1,positive
Great phone!.,1,positive
I wouldn't recommend buying this product.,0,negative
Piece of Junk.,0,negative
Poorly contstruct hinge.,0,negative
"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1,positive
Great Phone.,1,positive
Don't buy it.,0,negative
Excellent Phone.,1,positive
DO NOT PURCHASE THIS PHONE.,0,negative
The voice recognition thru the handset is excellent.,1,positive
This is hands down the best phone I've ever had.,1,positive
"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1,positive
This one works and was priced right.,1,positive
Customer service was terrible.,0,negative
Battery life still not long enough in Motorola Razor V3i.,0,negative
Sending it back.,0,negative
Now I know that I made a wise decision.,1,positive
Someone shouldve invented this sooner.,1,positive
Good price.,1,positive
Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1,positive
I received it quickly and it works great!!,1,positive
Has been working great.,1,positive
"As many people complained, I found this headset's microphone was very weak.",0,negative
My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0,negative
They do not care about the consumer one bit.,0,negative
"This is a good battery, and it got here really fast.",1,positive
The instruction manual is lacking.,0,negative
Also its slim enough to fit into my alarm clock docking station without removing the case.,1,positive
Phone now holds charge like it did when it was new.,1,positive
The battery is unreliable as well as the service use antena.,0,negative
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0,negative
We have gotten a lot of compliments on it.,1,positive
This is definitely a must have if your state does not allow cell phone usage while driving.,1,positive
I want my money back.,0,negative
I love this device.,1,positive
I am also very happy with the price.,1,positive
I ordered this product first and was unhappy with it immediately.,0,negative
The Ngage is still lacking in earbuds.,0,negative
I was able to do voice dialing in the car with no problem.,1,positive
"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,negative
"good item, low price.",1,positive
"However-the riingtones are not the best, and neither are the games.",0,negative
The plug did not work very well.,0,negative
AMAZON SUCKS.,0,negative
Rip off---- Over charge shipping.,0,negative
VERY comfortable.,1,positive
The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,positive
The reception is excellent!,1,positive
"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,positive
"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,positive
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,negative
Obviously there is a problem with the adhesive.,0,negative
Very disappointing.,0,negative
"It was an inexpensive piece, but I would still have expected better quality.",0,negative
It is practically useless and did not add any kind of boost to my reception after I bought it.,0,negative
Excellent sound quality.,1,positive
Was not happy.,0,negative
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,negative
New Battery works great in phone.,1,positive
Worst customer service.,0,negative
"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,positive
Reception is terrible and full of static.,0,negative
Good audio quality.,1,positive
This little device has transformed my organizational capability and made my life a whole lot easier.,1,positive
